filename,class,split,width,height,format,file_size_bytes,source_path,processed_path
basmati (4868).jpg,Basmati,train,250,250,JPEG,3586,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4868).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4868).jpg
basmati (3282).jpg,Basmati,train,250,250,JPEG,4086,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3282).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3282).jpg
basmati (2283).jpg,Basmati,train,250,250,JPEG,3498,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2283).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2283).jpg
basmati (12894).jpg,Basmati,train,250,250,JPEG,3716,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12894).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12894).jpg
basmati (3383).jpg,Basmati,train,250,250,JPEG,3742,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3383).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3383).jpg
basmati (11060).jpg,Basmati,train,250,250,JPEG,3690,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11060).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11060).jpg
basmati (7977).jpg,Basmati,train,250,250,JPEG,3465,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7977).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7977).jpg
basmati (13845).jpg,Basmati,train,250,250,JPEG,3925,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13845).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13845).jpg
basmati (24).jpg,Basmati,train,250,250,JPEG,3933,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (24).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (24).jpg
basmati (2349).jpg,Basmati,train,250,250,JPEG,3838,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2349).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2349).jpg
basmati (649).jpg,Basmati,train,250,250,JPEG,3851,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (649).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (649).jpg
basmati (1548).jpg,Basmati,train,250,250,JPEG,3387,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1548).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1548).jpg
basmati (11837).jpg,Basmati,train,250,250,JPEG,3455,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11837).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11837).jpg
basmati (9812).jpg,Basmati,train,250,250,JPEG,3753,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9812).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9812).jpg
basmati (4738).jpg,Basmati,train,250,250,JPEG,3553,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4738).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4738).jpg
basmati (14156).jpg,Basmati,train,250,250,JPEG,3882,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14156).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14156).jpg
basmati (2909).jpg,Basmati,train,250,250,JPEG,3381,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2909).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2909).jpg
basmati (7013).jpg,Basmati,train,250,250,JPEG,3352,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7013).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7013).jpg
basmati (2219).jpg,Basmati,train,250,250,JPEG,3783,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2219).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2219).jpg
basmati (815).jpg,Basmati,train,250,250,JPEG,3538,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (815).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (815).jpg
basmati (515).jpg,Basmati,train,250,250,JPEG,3674,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (515).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (515).jpg
basmati (14131).jpg,Basmati,train,250,250,JPEG,3972,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14131).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14131).jpg
basmati (9320).jpg,Basmati,train,250,250,JPEG,3955,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9320).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9320).jpg
basmati (1122).jpg,Basmati,train,250,250,JPEG,3727,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1122).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1122).jpg
basmati (10026).jpg,Basmati,train,250,250,JPEG,3680,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10026).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10026).jpg
basmati (8492).jpg,Basmati,train,250,250,JPEG,3614,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8492).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8492).jpg
basmati (1450).jpg,Basmati,train,250,250,JPEG,4018,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1450).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1450).jpg
basmati (4902).jpg,Basmati,train,250,250,JPEG,3791,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4902).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4902).jpg
basmati (3191).jpg,Basmati,train,250,250,JPEG,3954,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3191).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3191).jpg
basmati (10677).jpg,Basmati,train,250,250,JPEG,3787,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10677).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10677).jpg
basmati (2842).jpg,Basmati,train,250,250,JPEG,3739,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2842).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2842).jpg
basmati (4359).jpg,Basmati,train,250,250,JPEG,3566,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4359).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4359).jpg
basmati (7543).jpg,Basmati,train,250,250,JPEG,3855,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7543).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7543).jpg
basmati (8078).jpg,Basmati,train,250,250,JPEG,3724,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8078).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8078).jpg
basmati (8564).jpg,Basmati,train,250,250,JPEG,3534,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8564).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8564).jpg
basmati (7745).jpg,Basmati,train,250,250,JPEG,4084,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7745).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7745).jpg
basmati (9881).jpg,Basmati,train,250,250,JPEG,4220,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9881).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9881).jpg
basmati (11605).jpg,Basmati,train,250,250,JPEG,3808,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11605).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11605).jpg
basmati (8836).jpg,Basmati,train,250,250,JPEG,3822,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8836).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8836).jpg
basmati (13795).jpg,Basmati,train,250,250,JPEG,4055,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13795).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13795).jpg
basmati (4019).jpg,Basmati,train,250,250,JPEG,3625,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4019).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4019).jpg
basmati (4967).jpg,Basmati,train,250,250,JPEG,4201,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4967).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4967).jpg
basmati (13645).jpg,Basmati,train,250,250,JPEG,3480,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13645).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13645).jpg
basmati (2262).jpg,Basmati,train,250,250,JPEG,3596,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2262).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2262).jpg
basmati (4093).jpg,Basmati,train,250,250,JPEG,3915,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4093).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4093).jpg
basmati (14537).jpg,Basmati,train,250,250,JPEG,3760,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14537).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14537).jpg
basmati (14848).jpg,Basmati,train,250,250,JPEG,3778,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14848).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14848).jpg
basmati (4098).jpg,Basmati,train,250,250,JPEG,3990,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4098).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4098).jpg
basmati (440).jpg,Basmati,train,250,250,JPEG,3323,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (440).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (440).jpg
basmati (6994).jpg,Basmati,train,250,250,JPEG,3496,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6994).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6994).jpg
basmati (8924).jpg,Basmati,train,250,250,JPEG,3528,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8924).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8924).jpg
basmati (10605).jpg,Basmati,train,250,250,JPEG,4050,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10605).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10605).jpg
basmati (4818).jpg,Basmati,train,250,250,JPEG,4092,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4818).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4818).jpg
basmati (13377).jpg,Basmati,train,250,250,JPEG,3622,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13377).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13377).jpg
basmati (727).jpg,Basmati,train,250,250,JPEG,3493,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (727).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (727).jpg
basmati (5379).jpg,Basmati,train,250,250,JPEG,3945,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5379).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5379).jpg
basmati (7345).jpg,Basmati,train,250,250,JPEG,3981,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7345).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7345).jpg
basmati (4602).jpg,Basmati,train,250,250,JPEG,3379,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4602).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4602).jpg
basmati (11553).jpg,Basmati,train,250,250,JPEG,4168,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11553).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11553).jpg
basmati (7152).jpg,Basmati,train,250,250,JPEG,3762,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7152).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7152).jpg
basmati (3749).jpg,Basmati,train,250,250,JPEG,4062,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3749).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3749).jpg
basmati (14409).jpg,Basmati,train,250,250,JPEG,4493,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14409).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14409).jpg
basmati (2746).jpg,Basmati,train,250,250,JPEG,3296,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2746).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2746).jpg
basmati (13764).jpg,Basmati,train,250,250,JPEG,4261,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13764).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13764).jpg
basmati (10157).jpg,Basmati,train,250,250,JPEG,3577,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10157).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10157).jpg
basmati (5870).jpg,Basmati,train,250,250,JPEG,3615,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5870).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5870).jpg
basmati (4162).jpg,Basmati,train,250,250,JPEG,3459,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4162).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4162).jpg
basmati (14609).jpg,Basmati,train,250,250,JPEG,3853,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14609).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14609).jpg
basmati (1540).jpg,Basmati,train,250,250,JPEG,3739,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1540).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1540).jpg
basmati (6938).jpg,Basmati,train,250,250,JPEG,4102,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6938).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6938).jpg
basmati (11087).jpg,Basmati,train,250,250,JPEG,4011,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11087).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11087).jpg
basmati (1651).jpg,Basmati,train,250,250,JPEG,3924,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1651).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1651).jpg
basmati (7855).jpg,Basmati,train,250,250,JPEG,3650,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (7855).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (7855).jpg
basmati (10849).jpg,Basmati,train,250,250,JPEG,3626,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10849).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10849).jpg
basmati (1780).jpg,Basmati,train,250,250,JPEG,3705,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1780).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1780).jpg
basmati (3400).jpg,Basmati,train,250,250,JPEG,4136,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3400).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3400).jpg
basmati (6323).jpg,Basmati,train,250,250,JPEG,4485,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6323).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6323).jpg
basmati (13461).jpg,Basmati,train,250,250,JPEG,3953,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13461).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13461).jpg
basmati (11370).jpg,Basmati,train,250,250,JPEG,3988,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11370).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11370).jpg
basmati (4361).jpg,Basmati,train,250,250,JPEG,3498,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4361).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4361).jpg
basmati (13960).jpg,Basmati,train,250,250,JPEG,3742,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13960).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13960).jpg
basmati (6791).jpg,Basmati,train,250,250,JPEG,3634,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6791).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6791).jpg
basmati (12323).jpg,Basmati,train,250,250,JPEG,4153,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12323).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12323).jpg
basmati (6266).jpg,Basmati,train,250,250,JPEG,3470,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6266).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6266).jpg
basmati (2344).jpg,Basmati,train,250,250,JPEG,4101,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2344).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2344).jpg
basmati (519).jpg,Basmati,train,250,250,JPEG,3656,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (519).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (519).jpg
basmati (5036).jpg,Basmati,train,250,250,JPEG,4180,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5036).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5036).jpg
basmati (12367).jpg,Basmati,train,250,250,JPEG,3809,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12367).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12367).jpg
basmati (13235).jpg,Basmati,train,250,250,JPEG,3932,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13235).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13235).jpg
basmati (3317).jpg,Basmati,train,250,250,JPEG,3941,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3317).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3317).jpg
basmati (5687).jpg,Basmati,train,250,250,JPEG,3996,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5687).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5687).jpg
basmati (11738).jpg,Basmati,train,250,250,JPEG,3729,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11738).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11738).jpg
basmati (9602).jpg,Basmati,train,250,250,JPEG,3691,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9602).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9602).jpg
basmati (452).jpg,Basmati,train,250,250,JPEG,4103,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (452).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (452).jpg
basmati (14215).jpg,Basmati,train,250,250,JPEG,3656,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14215).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14215).jpg
basmati (5690).jpg,Basmati,train,250,250,JPEG,3262,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5690).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5690).jpg
basmati (1748).jpg,Basmati,train,250,250,JPEG,3418,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1748).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1748).jpg
basmati (14161).jpg,Basmati,train,250,250,JPEG,3694,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14161).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14161).jpg
basmati (5452).jpg,Basmati,train,250,250,JPEG,4111,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5452).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5452).jpg
basmati (14746).jpg,Basmati,train,250,250,JPEG,3965,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14746).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14746).jpg
basmati (3466).jpg,Basmati,train,250,250,JPEG,3831,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3466).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3466).jpg
basmati (3630).jpg,Basmati,train,250,250,JPEG,3910,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3630).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3630).jpg
basmati (9551).jpg,Basmati,train,250,250,JPEG,3759,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9551).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9551).jpg
basmati (12097).jpg,Basmati,train,250,250,JPEG,4041,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12097).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12097).jpg
basmati (9206).jpg,Basmati,train,250,250,JPEG,3527,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9206).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9206).jpg
basmati (9174).jpg,Basmati,train,250,250,JPEG,4151,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9174).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9174).jpg
basmati (11082).jpg,Basmati,train,250,250,JPEG,3943,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11082).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11082).jpg
basmati (3041).jpg,Basmati,train,250,250,JPEG,3700,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (3041).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (3041).jpg
basmati (13771).jpg,Basmati,train,250,250,JPEG,3431,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13771).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13771).jpg
basmati (2808).jpg,Basmati,train,250,250,JPEG,4122,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (2808).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (2808).jpg
basmati (9918).jpg,Basmati,train,250,250,JPEG,3858,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9918).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9918).jpg
basmati (11613).jpg,Basmati,train,250,250,JPEG,3865,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11613).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11613).jpg
basmati (1646).jpg,Basmati,train,250,250,JPEG,3319,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (1646).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (1646).jpg
basmati (10703).jpg,Basmati,train,250,250,JPEG,3820,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (10703).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (10703).jpg
basmati (72).jpg,Basmati,train,250,250,JPEG,3728,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (72).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (72).jpg
basmati (12826).jpg,Basmati,train,250,250,JPEG,3787,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12826).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12826).jpg
basmati (14928).jpg,Basmati,train,250,250,JPEG,3793,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (14928).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (14928).jpg
basmati (8894).jpg,Basmati,train,250,250,JPEG,4322,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8894).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8894).jpg
basmati (5872).jpg,Basmati,train,250,250,JPEG,4006,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5872).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5872).jpg
basmati (5007).jpg,Basmati,train,250,250,JPEG,3274,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5007).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5007).jpg
basmati (6905).jpg,Basmati,train,250,250,JPEG,3786,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6905).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6905).jpg
basmati (4806).jpg,Basmati,train,250,250,JPEG,4051,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4806).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4806).jpg
basmati (6056).jpg,Basmati,train,250,250,JPEG,3726,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6056).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6056).jpg
basmati (5356).jpg,Basmati,train,250,250,JPEG,3547,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (5356).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (5356).jpg
basmati (9742).jpg,Basmati,train,250,250,JPEG,3998,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (9742).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (9742).jpg
basmati (6945).jpg,Basmati,train,250,250,JPEG,3717,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6945).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6945).jpg
basmati (11309).jpg,Basmati,train,250,250,JPEG,4213,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (11309).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (11309).jpg
basmati (12197).jpg,Basmati,train,250,250,JPEG,3675,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (12197).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (12197).jpg
basmati (8605).jpg,Basmati,train,250,250,JPEG,3610,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (8605).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (8605).jpg
basmati (4988).jpg,Basmati,train,250,250,JPEG,4316,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (4988).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (4988).jpg
basmati (6127).jpg,Basmati,train,250,250,JPEG,3366,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (6127).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (6127).jpg
basmati (13840).jpg,Basmati,train,250,250,JPEG,3345,F:\grainvision-ai\ml\dataset\raw\Basmati\basmati (13840).jpg,F:\grainvision-ai\ml\dataset\processed\train\Basmati\basmati (13840).jpg
